,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
259,Senior Data Analyst,$44K-$78K (Glassdoor est.),Job Description,4.8,"KnowBe4
4.8","Clearwater, FL","Clearwater, FL",501 to 1000 employees,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),-1
260,BI & Platform Analytics Manager,$85K-$134K (Glassdoor est.),Job Description,3.4,"Church & Dwight
3.4","Ewing, NJ","Ewing, NJ",1001 to 5000 employees,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),-1
261,ATL - Data & Analytics (DA),-1,Job Description,4.3,"Daugherty Business Solutions
4.3","Atlanta, GA","Saint Louis, MO",1001 to 5000 employees,1985,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
262,Data Engineer,$59K-$110K (Glassdoor est.),Job Description,3.9,"Cogo Labs
3.9","Cambridge, MA","Cambridge, MA",51 to 200 employees,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
263,Data Scientist,$64K-$111K (Glassdoor est.),Job Description,3.4,"Spectrum Communications and Consulting
3.4","Chicago, IL","Chicago, IL",51 to 200 employees,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),-1
264,Data Analyst,$65K-$120K (Glassdoor est.),Job Description,3.1,"NCSOFT
3.1","San Mateo, CA","Seoul, South Korea",1001 to 5000 employees,1997,Company - Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts"
265,Associate Data Scientist/Computer Scientist,$60K-$103K (Glassdoor est.),Job Description,3.2,"MITRE
3.2","McLean, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC"
266,Business Intelligence Analyst / Developer,$53K-$105K (Glassdoor est.),Job Description,4.3,"Dayton Freight Lines, Inc.
4.3","Dayton, OH","Dayton, OH",1001 to 5000 employees,1981,Company - Private,Trucking,Transportation & Logistics,Unknown / Non-Applicable,"Old Dominion Freight, Pitt Ohio Express"
267,Lead Data Scientist,$124K-$204K (Glassdoor est.),Job Description,3.6,"MassMutual
3.6","Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
268,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",$131K-$207K (Glassdoor est.),Job Description,3.9,"Genentech
3.9","South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
269,Senior Data Scientist,$110K-$174K (Glassdoor est.),Job Description,3.8,"Juniper Networks
3.8","Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1
270,Data Analyst,$33K-$62K (Glassdoor est.),Job Description,2.8,"Community Action Partnership of San Luis Obispo
2.8","Parlier, CA","San Luis Obispo, CA",501 to 1000 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),-1
271,Data Scientist (Active TS SCI with Polygraph),-1,Job Description,4.4,"Volume Integration, LLC
4.4","Chantilly, VA","Reston, VA",51 to 200 employees,2013,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1
272,Chief Data Scientist,-1,Job Description,4.1,"ManTech
4.1","Alexandria, VA","Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),-1
273,Pricipal Scientist Molecular and cellular biologist,$52K-$101K (Glassdoor est.),Job Description,3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer"
274,Data Analyst,$48K-$90K (Glassdoor est.),Job Description,3.4,"TrueAccord
3.4","San Francisco, CA","San Francisco, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
275,Data Analyst,$34K-$64K (Glassdoor est.),Job Description,4,"DRB Systems
4.0","Meridian, ID","Akron, OH",201 to 500 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1
276,Staff Data Scientist,$132K-$211K (Glassdoor est.),Job Description,3.5,"Western Digital
3.5","San Jose, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba"
277,"Data Scientist (Actuary, FSA or ASA)",$81K-$133K (Glassdoor est.),Job Description,3.8,"Legal & General America
3.8","Frederick, MD","Frederick, MD",501 to 1000 employees,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1
278,System and Data Analyst,$42K-$76K (Glassdoor est.),Job Description,3.7,"Corcentric
3.7","Cherry Hill, NJ","Cherry Hill, NJ",201 to 500 employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
279,Data Science Intern,-1,Job Description,4.6,"Blend360
4.6","Columbia, MD","Newark, NJ",51 to 200 employees,2002,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
280,"Front-End, Back-End, Fullstack Developers & Data Scientist / Researchers - Cleared OR CLEARABLE (Up to 25% Profit Sharing Benefit!)",-1,Job Description,3.5,"CACI International
3.5","Denver, CO","Arlington, VA",10000+ employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"CSC, ManTech, SAIC"
281,Data Scientist,$66K-$111K (Glassdoor est.),Job Description,3.5,"U.Group
3.5","Indianapolis, IN","Arlington, VA",201 to 500 employees,2019,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
282,Data Engineer 5 - Contract (Remote),$74K-$140K (Glassdoor est.),Job Description,4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton, UT","Salt Lake City, UT",10000+ employees,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1
283,Environmental Scientist,-1,Job Description,2.4,"Calista
2.4","Anchorage, AK","Anchorage, AK",1001 to 5000 employees,-1,Other Organization,-1,-1,$100 to $500 million (USD),-1
284,Digital Health Data Scientist,$63K-$110K (Glassdoor est.),Job Description,4,"Pfizer
4.0","Cambridge, MA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
285,Data Scientist,$63K-$105K (Glassdoor est.),Job Description,4.3,"SMC 3
4.3","Louisville, KY","Peachtree City, GA",51 to 200 employees,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),-1
286,Business Intelligence Analyst,-1,Job Description,2.5,"Sandhills Global
2.5","Lincoln, NE","Lincoln, NE",1001 to 5000 employees,1978,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),-1
287,Environmental Data Specialist,-1,Job Description,3.8,"Hire Resolve
3.8","Atlanta, GA","Phoenix, AZ",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),-1
288,Data & Analytics Consultant (NYC),$91K-$138K (Glassdoor est.),Job Description,4.7,"Systems Evolution Inc.
4.7","New York, NY","Cincinnati, OH",201 to 500 employees,1992,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1
289,Senior Scientist - Neuroscience,$100K-$190K (Glassdoor est.),Job Description,3.5,"Sunovion
3.5","Marlborough, MA","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan"
290,Data Engineer,$62K-$114K (Glassdoor est.),Job Description,4.4,"Eventbrite
4.4","Nashville, TN","San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),"See Tickets, TicketWeb, Vendini"
291,Big Data Engineer - Chicago - Future Opportunity,$71K-$129K (Glassdoor est.),Job Description,4.1,"Centro
4.1","Chicago, IL","Chicago, IL",501 to 1000 employees,2001,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Mediaocean, The Trade Desk, MediaMath"
292,Senior Data Analyst,$43K-$80K (Glassdoor est.),Job Description,2.9,"National Student Clearinghouse
2.9","Herndon, VA","Herndon, VA",201 to 500 employees,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),"Ellucian, Parchment, College Board"
293,Data Scientist,$74K-$119K (Glassdoor est.),Job Description,2.5,"comScore
2.5","Portland, OR","Reston, VA",1001 to 5000 employees,1999,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion (USD),"Nielsen, Hitwise, Coremetrics"
294,Real World Evidence (RWE) Scientist,-1,Job Description,5,"Genesis Research
5.0","Hoboken, NJ","Hoboken, NJ",1 to 50 employees,2009,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
295,Survey Data Analyst,$55K-$97K (Glassdoor est.),Job Description,4.2,"SullivanCotter
4.2","Minneapolis, MN","Chicago, IL",201 to 500 employees,1992,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Mercer, Korn Ferry, Integrated Healthcare Strategies"
296,Data Scientist,$15K-$16K(Employer est.),Job Description,3.9,"NPD
3.9","Port Washington, NY","Port Washington, NY",1001 to 5000 employees,1966,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),-1
297,Senior Data Scientist,-1,Job Description,5,"Hamilton Porter LLC
5.0","Fort Lee, NJ","Newport Beach, CA",1 to 50 employees,2019,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
298,Senior Director Biometrics and Clinical Data Management,-1,Job Description,5,"Alector
5.0","South San Francisco, CA","South San Francisco, CA",51 to 200 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
299,Data Scientist,$61K-$106K (Glassdoor est.),Job Description,4.3,"Bakery Agency
4.3","Austin, TX","Austin, TX",1 to 50 employees,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
300,"Risk and Analytics IT, Data Scientist",$91K-$149K (Glassdoor est.),Job Description,2.7,"State of Wisconsin Investment Board
2.7","Madison, WI","Madison, WI",51 to 200 employees,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1
301,Business Intelligence Analyst,-1,Job Description,4.3,"Service Express
4.3","Grand Rapids, MI","Grand Rapids, MI",201 to 500 employees,1993,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
302,Data Scientist,$127K-$199K (Glassdoor est.),Job Description,3.9,"Genentech
3.9","South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
303,Data Scientist,-1,Job Description,4.5,"Rose International
4.5","Creve Coeur, MO","Chesterfield, MO",501 to 1000 employees,1993,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1
304,Data Scientist - Consultant - National,-1,Job Description,4.2,"Clarity Insights
4.2",United States,"Chicago, IL",201 to 500 employees,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
305,Lead Health Data Analyst - Front End,$74K-$126K (Glassdoor est.),Job Description,3.4,"Blue Cross & Blue Shield of Rhode Island
3.4","Providence, RI","Providence, RI",501 to 1000 employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,UnitedHealth Group
306,Research Scientist,$33K-$72K (Glassdoor est.),Job Description,3.8,"Boys Town
3.8","Omaha, NE","Omaha, NE",1001 to 5000 employees,1917,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,"Boys & Girls Clubs of America, AdoptUSKids, Foster Care to Success"
307,Medical Lab Scientist,$17-$24 Per Hour(Glassdoor est.),Job Description,3.6,"Tower Health
3.6","West Reading, PA","Reading, PA",5001 to 10000 employees,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
308,Junior Data Analyst,$37K-$63K (Glassdoor est.),Job Description,3.3,"The HSC Health Care System
3.3","Washington, DC","Washington, DC",501 to 1000 employees,1883,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
309,SQL Data Engineer,$67K-$119K (Glassdoor est.),Job Description,3.4,"Pro-Sphere Tek
3.4","Austin, TX","Alexandria, VA",201 to 500 employees,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1
310,Data Scientist,$72K-$117K (Glassdoor est.),Job Description,3,"Ameritas Life Insurance Corp
3.0","Cincinnati, OH","Lincoln, NE",1001 to 5000 employees,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),-1
311,Senior Data Scientist,$116K-$185K (Glassdoor est.),Job Description,4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1
312,Data Scientist,$78K-$126K (Glassdoor est.),Job Description,3.7,"Genworth
3.7","Raleigh, NC","Richmond, VA",1001 to 5000 employees,2004,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"MetLife, Northwestern Mutual, Prudential"
313,"Scientist, Analytical Development",$42K-$82K (Glassdoor est.),Job Description,4.4,"Rubius Therapeutics
4.4","Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1
314,Analytics Manager,$59K-$116K (Glassdoor est.),Job Description,4.3,"OneMagnify
4.3","Dearborn, MI","Detroit, MI",201 to 500 employees,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
315,Data Scientist,-1,Job Description,5,"605
5.0","New York, NY","New York, NY",51 to 200 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
316,Clinical Data Scientist,$63K-$105K (Glassdoor est.),Job Description,4,"Pfizer
4.0","Groton, CT","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
317,Data Scientist,$109K-$177K (Glassdoor est.),Job Description,4,"Novetta
4.0","Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton"
318,"Sr. Data Scientist, Cyber-Security LT Contract",$116K-$194K (Glassdoor est.),Job Description,3.2,"Numeric, LLC
3.2","Phila, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1
319,Data Engineer,$48K-$95K (Glassdoor est.),Job Description,4.2,"IZEA
4.2","Winter Park, FL","Winter Park, FL",51 to 200 employees,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias"
320,Data Scientist,$83K-$133K (Glassdoor est.),Job Description,3.9,"Trace Data
3.9","Oakland, CA","Santa Ana, CA",51 to 200 employees,2000,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),-1
321,MSP - Data & Analytics (DA),-1,Job Description,4.3,"Daugherty Business Solutions
4.3","Bloomington, MN","Saint Louis, MO",1001 to 5000 employees,1985,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1
322,Sr. Scientist - Digital & Image Analysis/Computational Pathology,$105K-$198K (Glassdoor est.),Job Description,3.7,"Takeda Pharmaceuticals
3.7","San Diego, CA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer"
323,Digital Marketing & ECommerce Data Analyst,$31K-$72K (Glassdoor est.),Job Description,3.6,"Vionic Group
3.6","San Rafael, CA","San Rafael, CA",51 to 200 employees,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),-1
324,Principal Scientist - Immunologist,$98K-$182K (Glassdoor est.),Job Description,3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer"
325,Senior Data Analyst,$55K-$100K (Glassdoor est.),Job Description,2.8,"Dodge Data & Analytics
2.8","Hamilton, NJ","Hamilton, NJ",201 to 500 employees,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
326,Insurance Financial Data Analyst,$45K-$82K (Glassdoor est.),Job Description,4.2,"Clearwater Analytics
4.2","Boise, ID","Boise, ID",501 to 1000 employees,2004,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1
327,Data Scientist,-1,Job Description,5,"NS8
5.0","San Francisco, CA","Las Vegas, NV",51 to 200 employees,2016,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
328,Data Scientist,$83K-$135K (Glassdoor est.),Job Description,4,"Tekvalley, Corp.
4.0","San Francisco, CA","Pleasanton, CA",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
329,Data Scientist,-1,Job Description,4.6,"SmartNews, Inc.
4.6","San Francisco, CA","San Francisco, CA",51 to 200 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
330,Data Scientist,$70K-$122K (Glassdoor est.),Job Description,3.5,"BWX Technologies
3.5","Oak Ridge, TN","Lynchburg, VA",5001 to 10000 employees,1850,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),-1
331,Principal Data Scientist with over 10 years experience,Employer Provided Salary:$200K-$250K,Job Description,-1,CA-One Tech Cloud,"San Francisco, CA","Fremont, CA",51 to 200 employees,2017,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1
332,Data Engineer,$70K-$132K (Glassdoor est.),Job Description,3.2,"PennyMac
3.2","Agoura Hills, CA","Westlake Village, CA",1001 to 5000 employees,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans"
333,Senior Data Scientist,$73K-$124K (Glassdoor est.),Job Description,3.3,"Plymouth Rock Assurance
3.3","Woodbridge, NJ","Boston, MA",1001 to 5000 employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),"Arbella Insurance, Safety Insurance"
334,Data Engineer I - Azure,$54K-$101K (Glassdoor est.),Job Description,3.9,"Vermeer
3.9","Pella, IA","Pella, IA",1001 to 5000 employees,1948,Company - Private,Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD),"Caterpillar, John Deere, CNH Industrial"
335,"Sr. Scientist, Quantitative Translational Sciences",$117K-$206K (Glassdoor est.),Job Description,3.7,"Takeda Pharmaceuticals
3.7","Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer"
336,Data Engineer,-1,Job Description,3.6,"Cambridge Trust Company
3.6","Burlington, MA","Cambridge, MA",201 to 500 employees,1890,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1
337,MED TECH/LAB SCIENTIST - LABORATORY,$21-$34 Per Hour(Glassdoor est.),Job Description,3.6,"Beebe Healthcare
3.6","Lewes, DE","Lewes, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
338,Data Engineer,-1,Job Description,3.7,"Zylotech
3.7","Cambridge, MA","Cambridge, MA",1 to 50 employees,2014,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
339,Sr. Data Scientist II,$111K-$183K (Glassdoor est.),Job Description,3.4,"Argo Group US
3.4","New York, NY","Hamilton, Bermuda",1001 to 5000 employees,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1
340,Business Intelligence Analyst,-1,Job Description,3.6,"Redapt
3.6","Woodinville, WA","Woodinville, WA",201 to 500 employees,1996,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
341,Data Scientist,$68K-$112K (Glassdoor est.),Job Description,3.5,"L&T Infotech
3.5","San Ramon, CA","Mumbai, India",10000+ employees,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,"Infosys, Accenture, Capgemini"
342,Information Security Data Analyst,$42K-$74K (Glassdoor est.),Job Description,4.3,"OceanFirst Financial
4.3","Red Bank, NJ","Toms River, NJ",501 to 1000 employees,1902,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD),-1
343,Business Intelligence Analyst,-1,Job Description,4.7,"Northpointe Bank
4.7","Grand Rapids, MI","Grand Rapids, MI",501 to 1000 employees,1999,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1
344,Excel / VBA / SQL Data Analyst,$44K-$78K (Glassdoor est.),Job Description,4.1,"Associated Electric Cooperative
4.1","Springfield, MO","Springfield, MO",501 to 1000 employees,1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),-1
345,Data Scientist,-1,Job Description,-1,Seen by Indeed,"Pittsburgh, PA","Austin, TX",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
346,Machine Learning Research Scientist,$81K-$159K (Glassdoor est.),Job Description,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1
347,Data Scientist,$95K-$161K (Glassdoor est.),Job Description,3.6,"Sotheby's
3.6","New York, NY","New York, NY",1001 to 5000 employees,1744,Company - Public,Auctions & Galleries,Retail,$500 million to $1 billion (USD),-1
348,Data Scientist,$75K-$124K (Glassdoor est.),Job Description,3.5,"First Tech Federal Credit Union
3.5","Hillsboro, OR","San Jose, CA",1001 to 5000 employees,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1
349,Data Scientist,$72K-$120K (Glassdoor est.),Job Description,3.6,"Amrock
3.6","Detroit, MI","Detroit, MI",1001 to 5000 employees,1997,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD),-1
350,Data Scientist,$76K-$126K (Glassdoor est.),Job Description,2.3,"Vanda Pharmaceuticals
2.3","Washington, DC","Washington, DC",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1
351,Senior Data Scientist,$114K-$182K (Glassdoor est.),Job Description,3.9,"Zest AI
3.9","Burbank, CA","Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1
352,"Data Scientist, Senior",$108K-$176K (Glassdoor est.),Job Description,4,"Novetta
4.0","Fort Belvoir, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton"
353,Senior Data Scientist,$130K-$208K (Glassdoor est.),Job Description,4.1,"CK-12 Foundation
4.1","Palo Alto, CA","Palo Alto, CA",1 to 50 employees,2007,Company - Private,K-12 Education,Education,Unknown / Non-Applicable,-1
354,"VP, Data Science",$83K-$166K (Glassdoor est.),Job Description,3.2,"PennyMac
3.2","Phoenix, AZ","Westlake Village, CA",1001 to 5000 employees,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans"
355,Radar Data Analyst,$42K-$76K (Glassdoor est.),Job Description,4.7,"DECISIVE ANALYTICS Corporation
4.7","Huntsville, AL","Arlington, VA",51 to 200 employees,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),"Torch Technologies, American Systems"
356,CONSULTANTâ€?DATA ANALYTICS GROUP,$37K-$68K (Glassdoor est.),Job Description,4.2,"Opinion Dynamics
4.2","San Diego, CA","Waltham, MA",51 to 200 employees,1987,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1
357,Data Engineer,$52K-$99K (Glassdoor est.),Job Description,4.6,"Applied Information Sciences
4.6","Houston, TX","Reston, VA",501 to 1000 employees,1982,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1
358,Senior Data Scientist,$105K-$173K (Glassdoor est.),Job Description,3.7,"Swiss Re
3.7","Armonk, NY","Zurich, Switzerland",10000+ employees,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Munich Re, Hannover RE, SCOR"
359,Senior Data Scientist,-1,Job Description,4,"Peterson Technology Partners
4.0","Lake Forest, IL","Park Ridge, IL",201 to 500 employees,1997,Contract,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1
360,Data Analyst Level III,-1,Job Description,-1,PM2CM,"Pomona, CA","Torrance, CA",1 to 50 employees,-1,Private Practice / Firm,Utilities,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,-1
361,AWS Data Engineer,-1,Job Description,4.5,"NuWave Solutions
4.5",Virginia,"Mc Lean, VA",51 to 200 employees,1999,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1
362,"Data Engineer, Data Engineering and Artifical Intelligence",$71K-$134K (Glassdoor est.),Job Description,3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer"
363,Quality Control Scientist,-1,Job Description,4.1,"Apellis Pharmaceuticals
4.1","San Francisco, CA","Waltham, MA",201 to 500 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
364,Staff Scientist,$39K-$82K (Glassdoor est.),Job Description,4.4,"WK Dickson
4.4","Columbia, SC","Charlotte, NC",201 to 500 employees,1929,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),"McKim and Creed, CDM Smith, Kimley-Horn"
365,Deep Learning/Computer Vision Scientist,-1,Job Description,5,"Aptonet Inc
5.0","Atlanta, GA","Atlanta, GA",201 to 500 employees,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
366,PL Actuarial-Lead Data Scientist,$114K-$179K (Glassdoor est.),Job Description,3.7,"The Hanover Insurance Group
3.7","Worcester, MA","Worcester, MA",5001 to 10000 employees,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1
367,"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",$88K-$162K (Glassdoor est.),Job Description,3.9,"Genentech
3.9","South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
368,Sr. Data Analyst,$60K-$102K (Glassdoor est.),Job Description,3.6,"MassMutual
3.6","Springfield, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
369,Senior Data & Machine Learning Scientist,$100K-$166K (Glassdoor est.),Job Description,3,"Tempus Labs
3.0","Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
370,Program/Data Analyst,$55K-$99K (Glassdoor est.),Job Description,3.4,"General Dynamics Information Technology
3.4","Washington, DC","Fairfax, VA",10000+ employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman"
